,id,Title,Judger,Narrator,Model,Knowledge Accuracy,Emotional Expression,Personality Traits,Behavioral Accuracy,Immersion,Adaptability,Behavioral Coherence,Average
42,42,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,4,4,4,4,4,4,4,4.0
43,43,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,5,3,4,4,4,4,5,4.142857142857143
44,44,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,4,3,3,3,4,4,3,3.4285714285714284
45,45,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,4,3,4,4,4,3,4,3.7142857142857144
46,46,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,4,3,4,3,4,3,3,3.4285714285714284
47,47,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,4,4,4,4,4,4,4,4.0
48,48,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,4,4,4,4,4,4,4,4.0
49,49,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,4,3,4,3,4,3,4,3.5714285714285716
50,50,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,3,4,4,3,4,4,4,3.7142857142857144
51,51,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,4,3,4,4,4,4,4,3.857142857142857
52,52,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,4,3,4,4,4,3,4,3.7142857142857144
53,53,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,4,3,4,4,4,3,4,3.7142857142857144
54,54,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,5,4,5,5,5,4,5,4.714285714285714
55,55,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,4,3,4,4,4,3,4,3.7142857142857144
56,56,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,4,3,4,4,4,3,4,3.7142857142857144
57,57,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,4,4,4,4,4,4,4,4.0
58,58,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,4,4,4,4,4,4,4,4.0
59,59,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,4,4,5,5,4,3,5,4.285714285714286
60,60,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,4,3,4,4,4,3,4,3.7142857142857144
61,61,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,5,4,5,5,4,4,5,4.571428571428571
62,62,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,5,4,5,5,5,4,5,4.714285714285714
63,63,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,4,4,4,4,4,4,4,4.0
64,64,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,4,3,4,4,4,3,4,3.7142857142857144
65,65,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,4,3,4,4,4,3,3,3.5714285714285716
66,66,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,4,3,4,4,4,3,4,3.7142857142857144
67,67,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,4,4,4,4,4,4,4,4.0
68,68,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,3,3,4,3,3,3,3,3.142857142857143
69,69,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,3,2,2,2,3,3,2,2.4285714285714284
70,70,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,2,2,2,2,2,2,2,2.0
71,71,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,5,4,5,5,5,4,5,4.714285714285714
72,72,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,3,2,3,3,3,2,3,2.7142857142857144
73,73,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,4,2,3,3,3,3,4,3.142857142857143
74,74,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,4,3,2,2,3,3,3,2.857142857142857
75,75,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,4,4,4,4,4,4,4,4.0
76,76,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,3,2,3,3,3,3,3,2.857142857142857
77,77,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,3,3,2,2,3,3,3,2.7142857142857144
78,78,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,3,3,3,3,3,3,3,3.0
79,79,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,4,2,3,3,3,3,3,3.0
80,80,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,4,3,3,3,4,4,4,3.5714285714285716
81,81,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,4,4,4,4,4,4,4,4.0
82,82,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,4,4,4,4,4,4,4,4.0
83,83,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,3,2,3,3,3,2,2,2.5714285714285716
84,84,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,5,4,5,5,5,4,5,4.714285714285714
85,85,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,5,4,5,5,5,4,5,4.714285714285714
86,86,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,3,4,4,4,4,4,4,3.857142857142857
87,87,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,4,4,5,4,4,3,4,4.0
88,88,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,4,3,4,4,4,3,4,3.7142857142857144
89,89,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,4,3,4,4,4,3,4,3.7142857142857144
90,90,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,4,3,4,4,4,3,4,3.7142857142857144
91,91,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,5,4,5,5,5,4,5,4.714285714285714
92,92,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,4,3,4,4,4,3,4,3.7142857142857144
93,93,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,2,2,2,2,2,2,2,2.0
94,94,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,5,4,5,5,4,3,5,4.428571428571429
95,95,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,4,4,4,4,4,4,4,4.0
96,96,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,4,3,4,4,4,3,4,3.7142857142857144
97,97,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,5,4,5,5,5,4,5,4.714285714285714
98,98,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,5,4,5,5,5,4,5,4.714285714285714
99,99,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,5,3,5,5,4,3,5,4.285714285714286
100,100,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,5,4,5,5,5,4,5,4.714285714285714
101,101,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,5,4,5,5,5,4,5,4.714285714285714
102,102,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,4,2,3,3,3,2,2,2.7142857142857144
103,103,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,5,4,5,5,5,4,5,4.714285714285714
104,104,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,5,4,5,5,5,4,5,4.714285714285714
105,105,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,4,4,4,4,4,4,4,4.0
106,106,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,4,4,4,4,4,4,4,4.0
107,107,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,4,4,3,3,4,4,3,3.5714285714285716
108,108,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,2,2,2,2,2,2,2,2.0
109,109,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,5,4,5,5,5,4,5,4.714285714285714
110,110,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,5,4,5,5,5,4,5,4.714285714285714
111,111,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,3,2,2,2,2,2,2,2.142857142857143
112,112,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,3,3,3,2,3,3,2,2.7142857142857144
113,113,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,2,2,2,2,2,2,2,2.0
114,114,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,3,2,3,2,3,2,2,2.4285714285714284
115,115,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,5,4,5,5,5,4,5,4.714285714285714
116,116,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,3,2,2,2,3,2,3,2.4285714285714284
117,117,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,5,4,5,5,4,4,5,4.571428571428571
118,118,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,4,3,4,4,4,3,4,3.7142857142857144
119,119,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,4,3,2,2,3,3,4,3.0
120,120,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,2,2,2,2,2,2,2,2.0
121,121,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,4,3,4,4,4,3,3,3.5714285714285716
122,122,西游记,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,4,3,4,4,4,3,4,3.7142857142857144
123,123,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,4,4,4,4,4,4,4,4.0
124,124,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,2,4,4,2,4,4,3,3.2857142857142856
125,125,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,4,4,4,4,4,4,4,4.0
126,126,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,3,3,4,3,4,3,4,3.4285714285714284
127,127,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,4,3,4,4,4,3,4,3.7142857142857144
128,128,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,4,4,5,5,5,4,5,4.571428571428571
129,129,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,5,4,5,5,5,4,5,4.714285714285714
130,130,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,5,4,4,4,4,4,4,4.142857142857143
131,131,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,3,4,4,4,4,4,4,3.857142857142857
132,132,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,2,4,4,3,4,3,4,3.4285714285714284
133,133,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,5,4,5,4,5,4,5,4.571428571428571
134,134,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_gpt-35-turbo,4,3,4,4,4,3,4,3.7142857142857144
135,135,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_gpt-35-turbo,5,4,5,5,5,4,5,4.714285714285714
136,136,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_gpt-35-turbo,5,4,5,5,5,4,5,4.714285714285714
137,137,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_gpt-35-turbo,4,3,4,4,4,3,4,3.7142857142857144
138,138,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_gpt-35-turbo,5,4,5,5,5,4,5,4.714285714285714
139,139,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_gpt-35-turbo,4,3,4,3,4,3,3,3.4285714285714284
140,140,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_gpt-35-turbo,4,3,2,2,3,3,3,2.857142857142857
141,141,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_gpt-35-turbo,4,4,4,4,4,4,4,4.0
142,142,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_gpt-35-turbo,5,4,5,5,5,4,5,4.714285714285714
143,143,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_gpt-35-turbo,4,4,5,4,4,4,4,4.142857142857143
144,144,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_gpt-35-turbo,3,4,4,4,4,3,3,3.5714285714285716
145,145,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,5,4,5,5,5,4,5,4.714285714285714
146,146,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,3,4,4,3,4,4,4,3.7142857142857144
147,147,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,3,3,4,3,3,3,4,3.2857142857142856
148,148,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,4,4,4,4,4,4,4,4.0
149,149,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,2,3,3,2,2,2,2,2.2857142857142856
150,150,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,4,4,4,4,4,4,4,4.0
151,151,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,4,4,5,4,4,4,5,4.285714285714286
152,152,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,5,4,5,5,5,4,5,4.714285714285714
153,153,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,4,3,5,4,4,4,5,4.142857142857143
154,154,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,4,2,4,4,4,3,4,3.5714285714285716
155,155,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,1,2,1,1,1,2,1,1.2857142857142858
156,156,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,4,4,5,4,4,4,4,4.142857142857143
157,157,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,4,4,4,4,4,4,4,4.0
158,158,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,4,3,4,4,4,4,4,3.857142857142857
159,159,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,4,3,4,4,4,3,4,3.7142857142857144
160,160,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,3,3,4,3,3,3,4,3.2857142857142856
161,161,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,5,4,5,5,5,4,5,4.714285714285714
162,162,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,4,4,4,4,4,4,4,4.0
163,163,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,4,4,4,3,4,4,4,3.857142857142857
164,164,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,3,4,4,4,4,3,4,3.7142857142857144
165,165,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,3,4,4,3,4,4,4,3.7142857142857144
166,166,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,3,4,4,3,4,4,4,3.7142857142857144
167,167,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,3,2,3,3,3,2,3,2.7142857142857144
168,168,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,4,3,4,4,4,3,4,3.7142857142857144
169,169,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,4,3,4,4,4,3,4,3.7142857142857144
170,170,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,3,3,3,3,3,2,3,2.857142857142857
171,171,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,4,3,4,4,4,3,4,3.7142857142857144
172,172,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,4,4,5,5,4,4,5,4.428571428571429
173,173,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,5,4,5,5,4,4,5,4.571428571428571
174,174,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,3,3,4,4,4,3,4,3.5714285714285716
175,175,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,4,3,4,4,4,3,4,3.7142857142857144
176,176,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,4,3,3,3,4,3,4,3.4285714285714284
177,177,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,4,3,4,4,4,3,4,3.7142857142857144
178,178,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,4,3,4,4,4,3,3,3.5714285714285716
179,179,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,4,4,4,4,4,4,4,4.0
180,180,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,4,4,4,4,4,4,4,4.0
181,181,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,4,3,4,4,4,3,3,3.5714285714285716
182,182,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,2,3,3,3,3,3,3,2.857142857142857
183,183,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,3,3,3,3,3,3,3,3.0
184,184,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,2,1,2,2,2,1,2,1.7142857142857142
185,185,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,5,4,5,5,4,4,5,4.571428571428571
186,186,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,5,3,4,4,4,4,5,4.142857142857143
187,187,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,4,3,4,4,4,4,4,3.857142857142857
188,188,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Meta-Llama-3-8B-Instruct,3,3,3,3,3,3,3,3.0
189,189,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Meta-Llama-3-8B-Instruct,3,3,4,3,3,3,3,3.142857142857143
190,190,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Meta-Llama-3-8B-Instruct,1,1,1,1,1,1,1,1.0
191,191,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Meta-Llama-3-8B-Instruct,4,3,4,4,4,4,4,3.857142857142857
192,192,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Meta-Llama-3-8B-Instruct,3,2,3,3,3,2,3,2.7142857142857144
193,193,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,4,3,4,4,4,3,4,3.7142857142857144
194,194,三国演义,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,4,3,4,4,4,3,4,3.7142857142857144
