,id,Title,Judger,Narrator,Model,Knowledge Accuracy,Emotional Expression,Personality Traits,Behavioral Accuracy,Immersion,Adaptability,Behavioral Coherence,Average
610,611,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,1,2,2,1,2,2,1,1.5714285714285714
611,612,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,2,2,2,2,2,2,2,2.0
612,613,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,1,3,2,1,2,2,1,1.7142857142857142
613,614,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,1,2,1,1,1,2,1,1.2857142857142858
614,615,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,1,1,1,1,1,1,1,1.0
615,616,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,3,4,4,4,4,4,4,3.857142857142857
616,617,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-7B-Chat,4,3,4,4,4,3,4,3.7142857142857144
617,618,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,5,4,5,5,5,4,5,4.714285714285714
618,619,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,4,3,2,2,4,4,3,3.142857142857143
619,620,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,4,3,4,4,4,3,4,3.7142857142857144
620,621,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,2,3,3,3,3,3,3,2.857142857142857
621,622,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,1,3,2,1,2,3,1,1.8571428571428572
622,623,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,4,3,2,2,3,3,2,2.7142857142857144
623,624,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,5,4,5,5,5,4,5,4.714285714285714
624,625,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,4,3,4,3,4,3,3,3.4285714285714284
625,626,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,2,3,3,2,3,3,3,2.7142857142857144
626,627,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,2,3,3,3,3,3,3,2.857142857142857
627,628,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,1,1,1,1,1,1,1,1.0
628,629,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,2,3,2,2,3,3,3,2.5714285714285716
629,630,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,1,4,3,2,3,4,2,2.7142857142857144
630,631,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Qwen1.5-14B-Chat,1,2,1,1,1,2,1,1.2857142857142858
631,632,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,4,3,4,3,4,4,4,3.7142857142857144
632,633,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,3,3,3,2,3,3,3,2.857142857142857
633,634,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,1,1,1,1,1,1,1,1.0
634,635,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,1,2,1,1,2,2,2,1.5714285714285714
635,636,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,4,3,4,4,4,3,4,3.7142857142857144
636,637,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,2,3,3,3,3,3,3,2.857142857142857
637,638,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,4,3,3,3,3,3,3,3.142857142857143
638,639,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,2,3,2,2,3,3,3,2.5714285714285716
639,640,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,2,3,3,2,3,3,3,2.7142857142857144
640,641,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,1,2,2,1,1,2,1,1.4285714285714286
641,642,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,1,2,1,1,1,2,1,1.2857142857142858
642,643,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,1,1,1,1,1,1,1,1.0
643,644,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,1,1,1,1,1,1,1,1.0
644,645,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-13B-Chat,5,3,5,5,4,4,5,4.428571428571429
645,646,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,5,4,5,5,5,4,5,4.714285714285714
646,647,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,2,3,2,2,3,3,3,2.5714285714285716
647,648,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,2,3,3,3,2,3,3,2.7142857142857144
648,649,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,1,4,4,1,3,3,4,2.857142857142857
649,650,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,5,4,5,5,5,4,5,4.714285714285714
650,651,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,4,4,4,4,4,4,4,4.0
651,652,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,2,3,3,3,3,2,3,2.7142857142857144
652,653,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,5,4,5,5,5,4,5,4.714285714285714
653,654,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,1,1,1,1,1,1,1,1.0
654,655,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,1,4,4,2,3,3,2,2.7142857142857144
655,656,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,2,3,2,2,3,3,3,2.5714285714285716
656,657,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,3,4,4,4,4,4,4,3.857142857142857
657,658,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,1,2,2,1,1,2,1,1.4285714285714286
658,659,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Mistral-7B-Instruct-v0.2,5,5,5,5,5,5,5,5.0
659,660,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,2,3,3,3,3,3,3,2.857142857142857
660,661,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,5,4,5,5,5,4,5,4.714285714285714
661,662,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,1,3,2,1,1,3,3,2.0
662,663,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,2,2,3,3,3,3,3,2.7142857142857144
663,664,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,2,4,3,2,3,4,4,3.142857142857143
664,665,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,1,2,1,1,2,2,1,1.4285714285714286
665,666,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,1,1,1,1,1,1,1,1.0
666,667,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,4,3,4,4,4,4,4,3.857142857142857
667,668,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,1,1,1,1,1,1,1,1.0
668,669,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,1,3,1,1,1,2,1,1.4285714285714286
669,670,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,2,4,3,2,3,3,2,2.7142857142857144
670,671,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,1,1,1,1,1,1,1,1.0
671,672,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,1,2,2,1,1,1,1,1.2857142857142858
672,673,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft,5,4,5,5,5,4,5,4.714285714285714
673,674,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,1,2,1,1,2,2,1,1.4285714285714286
674,675,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,1,2,1,1,1,2,1,1.2857142857142858
675,676,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,3,4,4,3,4,4,4,3.7142857142857144
676,677,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,2,3,2,2,3,3,2,2.4285714285714284
677,678,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,1,1,1,1,1,1,1,1.0
678,679,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,1,2,1,1,1,2,1,1.2857142857142858
679,680,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,1,2,1,1,1,2,1,1.2857142857142858
680,681,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,1,2,1,1,1,2,1,1.2857142857142858
681,682,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,1,3,2,1,2,2,2,1.8571428571428572
682,683,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,2,3,3,2,3,3,2,2.5714285714285716
683,684,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,1,1,1,1,1,1,1,1.0
684,685,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,2,2,2,2,2,2,2,2.0
685,686,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,2,3,2,2,3,3,3,2.5714285714285716
686,687,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,Baichuan2-7B-Chat,1,1,1,1,1,1,1,1.0
687,688,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,4,3,4,4,4,3,4,3.7142857142857144
688,689,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,1,2,2,1,2,2,1,1.5714285714285714
689,690,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,1,1,1,1,1,1,1,1.0
690,691,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,1,2,1,1,1,2,1,1.2857142857142858
691,692,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,4,3,2,3,4,4,4,3.4285714285714284
692,693,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,2,2,2,2,2,2,2,2.0
693,694,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,4,3,4,4,4,3,4,3.7142857142857144
694,695,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,4,3,4,4,4,3,4,3.7142857142857144
695,696,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,1,1,1,1,1,1,1,1.0
696,697,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,4,3,4,3,4,3,4,3.5714285714285716
697,698,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,2,2,2,2,2,2,2,2.0
698,699,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,5,4,4,4,4,4,5,4.285714285714286
699,700,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,5,4,5,5,5,4,5,4.714285714285714
700,701,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,baichuan_sft_alpaca,5,3,5,5,4,3,5,4.285714285714286
701,702,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,1,2,1,1,1,2,2,1.4285714285714286
702,703,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,2,3,3,2,2,2,2,2.2857142857142856
703,704,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,2,3,3,3,3,3,3,2.857142857142857
704,705,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,5,4,5,5,5,4,5,4.714285714285714
705,706,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,2,3,2,2,3,3,2,2.4285714285714284
706,707,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,1,3,2,1,2,2,1,1.7142857142857142
707,708,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,5,4,5,5,5,4,5,4.714285714285714
708,709,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,1,1,1,1,1,1,1,1.0
709,710,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,1,1,1,1,1,1,1,1.0
710,711,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,1,2,1,1,1,2,1,1.2857142857142858
711,712,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,5,4,5,5,4,4,5,4.571428571428571
712,713,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,5,4,4,4,4,4,4,4.142857142857143
713,714,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,1,1,1,1,1,1,1,1.0
714,715,Harry_Potter,azure_GPT-4-Turbo,azure_gpt-35-turbo,phi_sft,5,4,5,5,4,4,5,4.571428571428571
715,716,The_Lord_of_the_Rings,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,5,4,5,5,5,4,5,4.714285714285714
716,717,The_Lord_of_the_Rings,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,2,4,3,2,3,4,4,3.142857142857143
717,718,The_Lord_of_the_Rings,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,3,4,4,3,4,4,4,3.7142857142857144
718,719,The_Lord_of_the_Rings,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,1,2,1,1,1,1,1,1.1428571428571428
719,720,The_Lord_of_the_Rings,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,4,4,3,3,4,4,4,3.7142857142857144
720,721,The_Lord_of_the_Rings,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,2,4,3,2,3,3,2,2.7142857142857144
721,722,The_Lord_of_the_Rings,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,5,4,5,5,5,4,5,4.714285714285714
722,723,The_Lord_of_the_Rings,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,5,3,5,5,5,4,5,4.571428571428571
723,724,The_Lord_of_the_Rings,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,1,2,1,1,1,2,1,1.2857142857142858
724,725,The_Lord_of_the_Rings,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,4,3,3,3,4,3,3,3.2857142857142856
725,726,The_Lord_of_the_Rings,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_GPT-4-Turbo,5,4,4,4,5,4,4,4.285714285714286
726,727,The_Lord_of_the_Rings,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_gpt-35-turbo,5,3,4,4,4,4,5,4.142857142857143
727,728,The_Lord_of_the_Rings,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_gpt-35-turbo,4,3,4,4,4,4,4,3.857142857142857
728,729,The_Lord_of_the_Rings,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_gpt-35-turbo,1,2,1,1,2,2,2,1.5714285714285714
729,730,The_Lord_of_the_Rings,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_gpt-35-turbo,4,4,5,5,4,4,5,4.428571428571429
730,731,The_Lord_of_the_Rings,azure_GPT-4-Turbo,azure_gpt-35-turbo,azure_gpt-35-turbo,3,3,3,2,3,3,3,2.857142857142857
